# t x y r cells
I 0 0 0 invalid
I 0 10 0 0,9;1,9;2,9;3,9;
I 0 20 0 0,19;1,19;2,19;3,19;
I 0 30 0 0,29;1,29;2,29;3,29;
I 0 39 0 0,38;1,38;2,38;3,38;
I 1 0 0 invalid
I 1 10 0 1,9;2,9;3,9;4,9;
I 1 20 0 1,19;2,19;3,19;4,19;
I 1 30 0 1,29;2,29;3,29;4,29;
I 1 39 0 1,38;2,38;3,38;4,38;
I 2 0 0 invalid
I 2 10 0 2,9;3,9;4,9;5,9;
I 2 20 0 2,19;3,19;4,19;5,19;
I 2 30 0 2,29;3,29;4,29;5,29;
I 2 39 0 2,38;3,38;4,38;5,38;
I 3 0 0 invalid
I 3 10 0 3,9;4,9;5,9;6,9;
I 3 20 0 3,19;4,19;5,19;6,19;
I 3 30 0 3,29;4,29;5,29;6,29;
I 3 39 0 3,38;4,38;5,38;6,38;
I 4 0 0 invalid
I 4 10 0 4,9;5,9;6,9;7,9;
I 4 20 0 4,19;5,19;6,19;7,19;
I 4 30 0 4,29;5,29;6,29;7,29;
I 4 39 0 4,38;5,38;6,38;7,38;
I 5 0 0 invalid
I 5 10 0 5,9;6,9;7,9;8,9;
I 5 20 0 5,19;6,19;7,19;8,19;
I 5 30 0 5,29;6,29;7,29;8,29;
I 5 39 0 5,38;6,38;7,38;8,38;
I 6 0 0 invalid
I 6 10 0 6,9;7,9;8,9;9,9;
I 6 20 0 6,19;7,19;8,19;9,19;
I 6 30 0 6,29;7,29;8,29;9,29;
I 6 39 0 6,38;7,38;8,38;9,38;
I 7 0 0 invalid
I 7 10 0 invalid
I 7 20 0 invalid
I 7 30 0 invalid
I 7 39 0 invalid
I 8 0 0 invalid
I 8 10 0 invalid
I 8 20 0 invalid
I 8 30 0 invalid
I 8 39 0 invalid
I 9 0 0 invalid
I 9 10 0 invalid
I 9 20 0 invalid
I 9 30 0 invalid
I 9 39 0 invalid
I 0 0 1 invalid
I 0 10 1 2,7;2,8;2,9;2,10;
I 0 20 1 2,17;2,18;2,19;2,20;
I 0 30 1 2,27;2,28;2,29;2,30;
I 0 39 1 2,36;2,37;2,38;2,39;
I 1 0 1 invalid
I 1 10 1 3,7;3,8;3,9;3,10;
I 1 20 1 3,17;3,18;3,19;3,20;
I 1 30 1 3,27;3,28;3,29;3,30;
I 1 39 1 3,36;3,37;3,38;3,39;
I 2 0 1 invalid
I 2 10 1 4,7;4,8;4,9;4,10;
I 2 20 1 4,17;4,18;4,19;4,20;
I 2 30 1 4,27;4,28;4,29;4,30;
I 2 39 1 4,36;4,37;4,38;4,39;
I 3 0 1 invalid
I 3 10 1 5,7;5,8;5,9;5,10;
I 3 20 1 5,17;5,18;5,19;5,20;
I 3 30 1 5,27;5,28;5,29;5,30;
I 3 39 1 5,36;5,37;5,38;5,39;
I 4 0 1 invalid
I 4 10 1 6,7;6,8;6,9;6,10;
I 4 20 1 6,17;6,18;6,19;6,20;
I 4 30 1 6,27;6,28;6,29;6,30;
I 4 39 1 6,36;6,37;6,38;6,39;
I 5 0 1 invalid
I 5 10 1 7,7;7,8;7,9;7,10;
I 5 20 1 7,17;7,18;7,19;7,20;
I 5 30 1 7,27;7,28;7,29;7,30;
I 5 39 1 7,36;7,37;7,38;7,39;
I 6 0 1 invalid
I 6 10 1 8,7;8,8;8,9;8,10;
I 6 20 1 8,17;8,18;8,19;8,20;
I 6 30 1 8,27;8,28;8,29;8,30;
I 6 39 1 8,36;8,37;8,38;8,39;
I 7 0 1 invalid
I 7 10 1 9,7;9,8;9,9;9,10;
I 7 20 1 9,17;9,18;9,19;9,20;
I 7 30 1 9,27;9,28;9,29;9,30;
I 7 39 1 9,36;9,37;9,38;9,39;
I 8 0 1 invalid
I 8 10 1 invalid
I 8 20 1 invalid
I 8 30 1 invalid
I 8 39 1 invalid
I 9 0 1 invalid
I 9 10 1 invalid
I 9 20 1 invalid
I 9 30 1 invalid
I 9 39 1 invalid
I 0 0 2 invalid
I 0 10 2 0,8;1,8;2,8;3,8;
I 0 20 2 0,18;1,18;2,18;3,18;
I 0 30 2 0,28;1,28;2,28;3,28;
I 0 39 2 0,37;1,37;2,37;3,37;
I 1 0 2 invalid
I 1 10 2 1,8;2,8;3,8;4,8;
I 1 20 2 1,18;2,18;3,18;4,18;
I 1 30 2 1,28;2,28;3,28;4,28;
I 1 39 2 1,37;2,37;3,37;4,37;
I 2 0 2 invalid
I 2 10 2 2,8;3,8;4,8;5,8;
I 2 20 2 2,18;3,18;4,18;5,18;
I 2 30 2 2,28;3,28;4,28;5,28;
I 2 39 2 2,37;3,37;4,37;5,37;
I 3 0 2 invalid
I 3 10 2 3,8;4,8;5,8;6,8;
I 3 20 2 3,18;4,18;5,18;6,18;
I 3 30 2 3,28;4,28;5,28;6,28;
I 3 39 2 3,37;4,37;5,37;6,37;
I 4 0 2 invalid
I 4 10 2 4,8;5,8;6,8;7,8;
I 4 20 2 4,18;5,18;6,18;7,18;
I 4 30 2 4,28;5,28;6,28;7,28;
I 4 39 2 4,37;5,37;6,37;7,37;
I 5 0 2 invalid
I 5 10 2 5,8;6,8;7,8;8,8;
I 5 20 2 5,18;6,18;7,18;8,18;
I 5 30 2 5,28;6,28;7,28;8,28;
I 5 39 2 5,37;6,37;7,37;8,37;
I 6 0 2 invalid
I 6 10 2 6,8;7,8;8,8;9,8;
I 6 20 2 6,18;7,18;8,18;9,18;
I 6 30 2 6,28;7,28;8,28;9,28;
I 6 39 2 6,37;7,37;8,37;9,37;
I 7 0 2 invalid
I 7 10 2 invalid
I 7 20 2 invalid
I 7 30 2 invalid
I 7 39 2 invalid
I 8 0 2 invalid
I 8 10 2 invalid
I 8 20 2 invalid
I 8 30 2 invalid
I 8 39 2 invalid
I 9 0 2 invalid
I 9 10 2 invalid
I 9 20 2 invalid
I 9 30 2 invalid
I 9 39 2 invalid
I 0 0 3 invalid
I 0 10 3 1,7;1,8;1,9;1,10;
I 0 20 3 1,17;1,18;1,19;1,20;
I 0 30 3 1,27;1,28;1,29;1,30;
I 0 39 3 1,36;1,37;1,38;1,39;
I 1 0 3 invalid
I 1 10 3 2,7;2,8;2,9;2,10;
I 1 20 3 2,17;2,18;2,19;2,20;
I 1 30 3 2,27;2,28;2,29;2,30;
I 1 39 3 2,36;2,37;2,38;2,39;
I 2 0 3 invalid
I 2 10 3 3,7;3,8;3,9;3,10;
I 2 20 3 3,17;3,18;3,19;3,20;
I 2 30 3 3,27;3,28;3,29;3,30;
I 2 39 3 3,36;3,37;3,38;3,39;
I 3 0 3 invalid
I 3 10 3 4,7;4,8;4,9;4,10;
I 3 20 3 4,17;4,18;4,19;4,20;
I 3 30 3 4,27;4,28;4,29;4,30;
I 3 39 3 4,36;4,37;4,38;4,39;
I 4 0 3 invalid
I 4 10 3 5,7;5,8;5,9;5,10;
I 4 20 3 5,17;5,18;5,19;5,20;
I 4 30 3 5,27;5,28;5,29;5,30;
I 4 39 3 5,36;5,37;5,38;5,39;
I 5 0 3 invalid
I 5 10 3 6,7;6,8;6,9;6,10;
I 5 20 3 6,17;6,18;6,19;6,20;
I 5 30 3 6,27;6,28;6,29;6,30;
I 5 39 3 6,36;6,37;6,38;6,39;
I 6 0 3 invalid
I 6 10 3 7,7;7,8;7,9;7,10;
I 6 20 3 7,17;7,18;7,19;7,20;
I 6 30 3 7,27;7,28;7,29;7,30;
I 6 39 3 7,36;7,37;7,38;7,39;
I 7 0 3 invalid
I 7 10 3 8,7;8,8;8,9;8,10;
I 7 20 3 8,17;8,18;8,19;8,20;
I 7 30 3 8,27;8,28;8,29;8,30;
I 7 39 3 8,36;8,37;8,38;8,39;
I 8 0 3 invalid
I 8 10 3 9,7;9,8;9,9;9,10;
I 8 20 3 9,17;9,18;9,19;9,20;
I 8 30 3 9,27;9,28;9,29;9,30;
I 8 39 3 9,36;9,37;9,38;9,39;
I 9 0 3 invalid
I 9 10 3 invalid
I 9 20 3 invalid
I 9 30 3 invalid
I 9 39 3 invalid
O 0 0 0 invalid
O 0 10 0 1,9;2,9;1,10;2,10;
O 0 20 0 1,19;2,19;1,20;2,20;
O 0 30 0 1,29;2,29;1,30;2,30;
O 0 39 0 1,38;2,38;1,39;2,39;
O 1 0 0 invalid
O 1 10 0 2,9;3,9;2,10;3,10;
O 1 20 0 2,19;3,19;2,20;3,20;
O 1 30 0 2,29;3,29;2,30;3,30;
O 1 39 0 2,38;3,38;2,39;3,39;
O 2 0 0 invalid
O 2 10 0 3,9;4,9;3,10;4,10;
O 2 20 0 3,19;4,19;3,20;4,20;
O 2 30 0 3,29;4,29;3,30;4,30;
O 2 39 0 3,38;4,38;3,39;4,39;
O 3 0 0 invalid
O 3 10 0 4,9;5,9;4,10;5,10;
O 3 20 0 4,19;5,19;4,20;5,20;
O 3 30 0 4,29;5,29;4,30;5,30;
O 3 39 0 4,38;5,38;4,39;5,39;
O 4 0 0 invalid
O 4 10 0 5,9;6,9;5,10;6,10;
O 4 20 0 5,19;6,19;5,20;6,20;
O 4 30 0 5,29;6,29;5,30;6,30;
O 4 39 0 5,38;6,38;5,39;6,39;
O 5 0 0 invalid
O 5 10 0 6,9;7,9;6,10;7,10;
O 5 20 0 6,19;7,19;6,20;7,20;
O 5 30 0 6,29;7,29;6,30;7,30;
O 5 39 0 6,38;7,38;6,39;7,39;
O 6 0 0 invalid
O 6 10 0 7,9;8,9;7,10;8,10;
O 6 20 0 7,19;8,19;7,20;8,20;
O 6 30 0 7,29;8,29;7,30;8,30;
O 6 39 0 7,38;8,38;7,39;8,39;
O 7 0 0 invalid
O 7 10 0 8,9;9,9;8,10;9,10;
O 7 20 0 8,19;9,19;8,20;9,20;
O 7 30 0 8,29;9,29;8,30;9,30;
O 7 39 0 8,38;9,38;8,39;9,39;
O 8 0 0 invalid
O 8 10 0 invalid
O 8 20 0 invalid
O 8 30 0 invalid
O 8 39 0 invalid
O 9 0 0 invalid
O 9 10 0 invalid
O 9 20 0 invalid
O 9 30 0 invalid
O 9 39 0 invalid
O 0 0 1 invalid
O 0 10 1 invalid
O 0 20 1 invalid
O 0 30 1 invalid
O 0 39 1 invalid
O 1 0 1 invalid
O 1 10 1 invalid
O 1 20 1 invalid
O 1 30 1 invalid
O 1 39 1 invalid
O 2 0 1 invalid
O 2 10 1 invalid
O 2 20 1 invalid
O 2 30 1 invalid
O 2 39 1 invalid
