# toj_policy_v2 fixture, one case per line
# generator: migration_fixtures policy_v2 <dir> <count> <seed>
# param: 402503ab480698ba 401e28d1400a425f 402a18a086f3a4a8 402ac6e6598828fb 401aea3ccb7c2e94 4022f429d975db2c 3fd08bd46470c2e1 bfbbb78cd68a074d 401193b40af02f39 c01391c6911e75e2 3fa929f9c5f69139 3ff9632ebfb10571 4021c591d4cb9638 bf789561956012d4 bf71c2def37c1f46 c0002c93285db991 bfee723fdcfe8cfd bff253d720406fe5 bff8408bb2d9ba24 bfe39cf5d5c0cd76 bfde774ed4570d61 3f83a78050e2098f bfd98cb08b005746 bfeb62e072461893 bfdacd48041d1282 bfdd1b2f18cfe335 bff6ae0d3547b576 3ff0d0a84c28bc51 3fe833618487ed27
# combo: 0,0,0,1,1,2,2,3,3,4
# columns: id board piece x y r arrival spin_in spin_eff is_check is_last_rotate is_ready is_mini_ready clear src_rows result_rows p_death p_combo p_under p_maprise p_b2b p_t2 p_t3 p_acc p_like p_value next hold node is_hold depth eval_value eval_t2 eval_t3 o_death o_combo o_b2b o_under o_maprise o_t2 o_t3 o_acc o_like o_value safe
0 s0 I 0 17 0 0 0 0 0 0 0 0 0 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1bf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 0 0 0 0 0 0 40c81cd6c8b43958 408edd3b645a1cac 0000000000000000 IOSZLJT - I 0 0 c0b40526b963b963 0 0 0 0 0 0 0 0 0 40c81cd6c8b43958 409427645b6429cb c0f6f721b13edad7 3
1 s0 I 1 18 0 0 0 0 0 0 0 0 0 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 1 0 0 0 0 0 0000000000000000 0000000000000000 0000000000000000 T T I 0 1 c0b5b5c5b0de488f 0 0 0 0 0 0 0 0 0 0000000000000000 400f747837743587 c0fc834f0cb0394a 3
2 s0 I 2 18 0 0 0 0 0 0 0 0 0 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 2 1 0 0 0 0 0000000000000000 0000000000000000 0000000000000000 IOSZLI I I 0 2 c0b58d89ac1f024f 0 0 0 0 0 0 1 0 0 0000000000000000 3fff747837743587 c0fc4eb5f56e26b9 3
3 s0 I 3 18 0 0 0 0 0 0 0 0 0 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 3 1 0 0 0 0 0000000000000000 0000000000000000 0000000000000000 - O I 0 0 c0b556e58d6ae66d 0 0 0 0 0 0 1 0 0 0000000000000000 4017975a29972825 c0fc06b31c7b903c 3
4 s0 I 4 18 0 0 0 0 0 0 0 0 0 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 4 2 0 0 0 0 0000000000000000 0000000000000000 0000000000000000 STLI - I 1 1 c0b52f792dc8c3b1 0 0 0 0 0 0 2 0 0 0000000000000000 0000000000000000 c0fbd369a67dfc0c 3
5 s0 I 5 18 0 0 0 0 0 0 0 0 0 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,1e0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 0 2 0 1 0 0 0000000000000000 0000000000000000 0000000000000000 IOT T I 1 2 c0b52f792dc8c3b1 0 0 0 0 1 0 2 0 0 0000000000000000 0000000000000000 c0fbd369a67dfc0c 3
6 s0 I 6 18 0 0 0 0 0 0 0 0 0 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,3c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 1 0 1 1 0 0 0000000000000000 0000000000000000 0000000000000000 IOSZLJT I I 1 0 c0b54b11b066d464 0 0 0 0 1 0 1 0 0 0000000000000000 3fff747837743587 c0fbf7693cffae57 3
7 s0 I -1 19 3 0 0 0 0 0 0 0 0 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 2 0 1 1 0 0 0000000000000000 0000000000000000 0000000000000000 T O I 1 1 c0b4aa9f0b3a09ab 6 0 0 0 1 0 1 6 0 0000000000000000 400f747837743587 c0fb248e84a2290e 3
8 s0 I 0 18 3 0 0 0 0 0 0 0 0 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c3,1b2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 3 1 1 1 0 0 0000000000000000 0000000000000000 0000000000000000 IOSZLI - I 0 2 c0b4f79328248c52 6 0 0 0 1 0 1 6 0 0000000000000000 400f747837743587 c0fb89a09026bfc8 3
9 s0 I 1 12 3 0 0 0 0 0 0 0 0 171,4e,2b5,bc,17f,3f,1f5,27e,27,210,159,2c2,35b,119,a3,1c1,1b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 171,4e,2b5,bc,17f,3f,1f5,27e,27,214,15d,2c6,35f,119,a3,1c1,1b0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0 4 1 1 1 0 0 0000000000000000 0000000000000000 0000000000000000 - T I 0 0 c0b3c0430c54aefc 0 0 0 0 1 0 1 0 0 0000000000000000 401f747837743587 c0f9f0811f0eb551 3
